Month,Job Title,Growth Percentage,Average Salary,Openings
July,Software Engineer,+23.59% Growth,"$88,116",4041+ openings
November,Business Analyst,+11.64% Growth,"$87,762",3440+ openings
April,UX/UI Designer,+28.77% Growth,"$105,942",3114+ openings
March,DevOps Engineer,+40.86% Growth,"$147,663",3324+ openings
May,Cybersecurity Analyst,+14.03% Growth,"$108,973",4305+ openings
April,AI Engineer,+47.89% Growth,"$114,347",3230+ openings
September,UX/UI Designer,+7.45% Growth,"$90,602",2887+ openings
March,Software Engineer,+25.16% Growth,"$106,700",1973+ openings
December,Cybersecurity Analyst,+42.09% Growth,"$108,743",2953+ openings
April,Full Stack Developer,+23.31% Growth,"$115,835",3782+ openings
September,AI Engineer,+18.31% Growth,"$77,580",1657+ openings
September,Data Scientist,+36.4% Growth,"$78,738",3935+ openings
May,Data Scientist,+19.52% Growth,"$96,650",4048+ openings
March,AI Engineer,+9.88% Growth,"$135,541",2192+ openings
March,Business Analyst,+9.27% Growth,"$133,049",1079+ openings
October,Product Manager,+24.5% Growth,"$138,468",4337+ openings
November,Cloud Engineer,+13.88% Growth,"$114,074",1086+ openings
October,Full Stack Developer,+7.28% Growth,"$113,898",1408+ openings
November,Cybersecurity Analyst,+34.26% Growth,"$72,096",2144+ openings
August,AI Engineer,+17.84% Growth,"$114,355",4781+ openings
September,Software Engineer,+45.99% Growth,"$143,921",4612+ openings
September,Full Stack Developer,+28.51% Growth,"$104,198",3044+ openings
March,UX/UI Designer,+36.7% Growth,"$127,455",1792+ openings
July,DevOps Engineer,+17.06% Growth,"$121,795",3732+ openings
September,Full Stack Developer,+16.22% Growth,"$120,015",3350+ openings
August,Business Analyst,+12.56% Growth,"$141,556",3670+ openings
January,UX/UI Designer,+32.11% Growth,"$70,918",865+ openings
April,DevOps Engineer,+18.75% Growth,"$134,713",1141+ openings
June,Data Scientist,+15.65% Growth,"$120,195",1182+ openings
August,UX/UI Designer,+46.23% Growth,"$117,805",3925+ openings
April,Cybersecurity Analyst,+33.5% Growth,"$77,043",4524+ openings
March,Business Analyst,+22.92% Growth,"$87,862",3959+ openings
December,Full Stack Developer,+44.74% Growth,"$94,830",1615+ openings
January,Product Manager,+49.08% Growth,"$81,080",4987+ openings
January,Data Scientist,+39.47% Growth,"$146,312",3510+ openings
October,Full Stack Developer,+41.1% Growth,"$91,296",4794+ openings
October,Business Analyst,+39.99% Growth,"$93,369",1619+ openings
September,AI Engineer,+20.42% Growth,"$98,456",816+ openings
March,Product Manager,+18.79% Growth,"$77,938",2294+ openings
November,Cloud Engineer,+37.28% Growth,"$88,410",1380+ openings
April,DevOps Engineer,+9.48% Growth,"$111,493",3532+ openings
November,Software Engineer,+6.11% Growth,"$115,213",4950+ openings
February,Product Manager,+11.41% Growth,"$108,864",4414+ openings
August,Full Stack Developer,+33.89% Growth,"$143,453",2426+ openings
April,Full Stack Developer,+31.68% Growth,"$82,553",4871+ openings
January,Business Analyst,+35.27% Growth,"$149,988",1239+ openings
July,Product Manager,+29.45% Growth,"$113,456",3955+ openings
January,Cybersecurity Analyst,+39.62% Growth,"$83,109",1913+ openings
December,Cybersecurity Analyst,+46.65% Growth,"$112,337",4368+ openings
September,UX/UI Designer,+33.64% Growth,"$120,216",2836+ openings
February,Cloud Engineer,+11.7% Growth,"$118,541",3074+ openings
June,Software Engineer,+40.45% Growth,"$73,819",2803+ openings
November,Full Stack Developer,+29.03% Growth,"$141,157",3940+ openings
January,Software Engineer,+39.21% Growth,"$145,585",1542+ openings
August,AI Engineer,+10.37% Growth,"$78,975",4143+ openings
April,Full Stack Developer,+15.83% Growth,"$80,985",2047+ openings
September,AI Engineer,+35.02% Growth,"$108,578",4517+ openings
April,Software Engineer,+25.91% Growth,"$85,561",3423+ openings
June,DevOps Engineer,+32.68% Growth,"$145,999",4446+ openings
April,Cloud Engineer,+27.1% Growth,"$79,377",1789+ openings
March,Product Manager,+45.14% Growth,"$104,048",4955+ openings
February,Software Engineer,+47.75% Growth,"$74,127",1792+ openings
January,DevOps Engineer,+9.07% Growth,"$100,422",797+ openings
August,Software Engineer,+22.78% Growth,"$75,358",840+ openings
November,Cybersecurity Analyst,+34.98% Growth,"$101,139",1806+ openings
June,Full Stack Developer,+15.08% Growth,"$124,330",2961+ openings
September,Product Manager,+49.35% Growth,"$94,824",1347+ openings
November,UX/UI Designer,+33.64% Growth,"$80,368",1732+ openings
July,Product Manager,+37.71% Growth,"$112,750",2347+ openings
June,Product Manager,+34.92% Growth,"$131,272",890+ openings
April,UX/UI Designer,+46.97% Growth,"$97,381",1582+ openings
June,UX/UI Designer,+34.67% Growth,"$146,076",4816+ openings
August,Cybersecurity Analyst,+31.14% Growth,"$119,682",1232+ openings
May,Product Manager,+21.26% Growth,"$113,996",3327+ openings
January,Software Engineer,+17.09% Growth,"$74,681",4200+ openings
February,Full Stack Developer,+16.92% Growth,"$108,334",2351+ openings
June,Cloud Engineer,+49.32% Growth,"$94,280",2362+ openings
September,Business Analyst,+7.24% Growth,"$148,607",3033+ openings
October,Software Engineer,+10.76% Growth,"$93,124",4223+ openings
July,Business Analyst,+40.01% Growth,"$127,521",1819+ openings
April,Product Manager,+47.29% Growth,"$108,596",858+ openings
July,Full Stack Developer,+48.23% Growth,"$72,628",4195+ openings
August,Cloud Engineer,+27.86% Growth,"$143,956",2439+ openings
January,Cloud Engineer,+11.4% Growth,"$72,225",3635+ openings
February,AI Engineer,+26.12% Growth,"$130,431",2504+ openings
October,Business Analyst,+10.84% Growth,"$101,950",1543+ openings
August,Data Scientist,+33.11% Growth,"$80,352",3793+ openings
August,AI Engineer,+32.01% Growth,"$129,933",3889+ openings
April,Cloud Engineer,+38.5% Growth,"$77,191",2323+ openings
November,AI Engineer,+49.44% Growth,"$96,184",1683+ openings
October,Cybersecurity Analyst,+35.4% Growth,"$135,212",2894+ openings
June,Software Engineer,+23.21% Growth,"$139,839",3783+ openings
January,Full Stack Developer,+24.84% Growth,"$118,918",3102+ openings
October,Software Engineer,+10.26% Growth,"$136,789",3976+ openings
January,Data Scientist,+37.64% Growth,"$77,948",859+ openings
June,Cybersecurity Analyst,+8.86% Growth,"$116,428",3141+ openings
May,Data Scientist,+24.06% Growth,"$97,630",1997+ openings
May,Product Manager,+15.64% Growth,"$129,362",1105+ openings
November,Data Scientist,+8.91% Growth,"$88,950",2684+ openings
January,UX/UI Designer,+18.72% Growth,"$79,834",500+ openings
October,UX/UI Designer,+42.8% Growth,"$146,294",3234+ openings
September,Full Stack Developer,+20.33% Growth,"$126,282",2164+ openings
April,DevOps Engineer,+25.02% Growth,"$96,174",1723+ openings
June,Business Analyst,+21.42% Growth,"$119,156",3066+ openings
February,Full Stack Developer,+46.1% Growth,"$140,423",2299+ openings
April,Cloud Engineer,+47.0% Growth,"$107,613",4917+ openings
November,DevOps Engineer,+19.62% Growth,"$85,609",4165+ openings
December,AI Engineer,+28.43% Growth,"$146,544",4844+ openings
March,Cybersecurity Analyst,+7.87% Growth,"$113,998",3193+ openings
May,AI Engineer,+5.15% Growth,"$128,297",1617+ openings
June,Software Engineer,+17.48% Growth,"$86,287",1131+ openings
December,Full Stack Developer,+22.7% Growth,"$133,682",4219+ openings
September,Software Engineer,+12.17% Growth,"$124,409",2924+ openings
November,Cloud Engineer,+34.64% Growth,"$73,123",1051+ openings
October,AI Engineer,+36.8% Growth,"$122,690",1672+ openings
July,Product Manager,+49.67% Growth,"$94,501",2360+ openings
March,DevOps Engineer,+29.44% Growth,"$84,096",1911+ openings
April,DevOps Engineer,+34.5% Growth,"$118,904",2508+ openings
November,Full Stack Developer,+47.85% Growth,"$100,520",4862+ openings
May,DevOps Engineer,+40.56% Growth,"$142,305",4549+ openings
June,Data Scientist,+39.24% Growth,"$133,892",1066+ openings
November,Product Manager,+23.36% Growth,"$130,798",4388+ openings
July,Data Scientist,+11.51% Growth,"$126,619",1713+ openings
August,AI Engineer,+25.91% Growth,"$132,571",2766+ openings
September,AI Engineer,+22.54% Growth,"$126,736",1290+ openings
November,Software Engineer,+47.41% Growth,"$103,190",1926+ openings
June,Data Scientist,+5.59% Growth,"$116,009",4630+ openings
November,Cloud Engineer,+44.18% Growth,"$122,426",4417+ openings
August,Product Manager,+6.71% Growth,"$144,165",1126+ openings
June,Data Scientist,+48.88% Growth,"$102,653",1912+ openings
November,Cybersecurity Analyst,+34.9% Growth,"$80,212",1031+ openings
July,Business Analyst,+15.94% Growth,"$89,911",1699+ openings
May,Full Stack Developer,+12.22% Growth,"$107,123",549+ openings
March,Cloud Engineer,+14.29% Growth,"$90,547",1040+ openings
January,Cloud Engineer,+27.56% Growth,"$137,111",2374+ openings
October,AI Engineer,+24.3% Growth,"$128,823",1991+ openings
June,Cloud Engineer,+21.5% Growth,"$90,741",1656+ openings
November,UX/UI Designer,+40.26% Growth,"$132,618",4316+ openings
April,Cloud Engineer,+34.49% Growth,"$99,654",693+ openings
September,DevOps Engineer,+39.91% Growth,"$78,766",638+ openings
February,Business Analyst,+27.54% Growth,"$110,330",1828+ openings
August,Full Stack Developer,+35.34% Growth,"$117,549",2034+ openings
September,DevOps Engineer,+31.38% Growth,"$134,224",3424+ openings
October,Business Analyst,+41.73% Growth,"$101,779",3284+ openings
August,Data Scientist,+26.97% Growth,"$128,614",4375+ openings
December,DevOps Engineer,+28.57% Growth,"$84,795",550+ openings
February,DevOps Engineer,+19.25% Growth,"$115,279",2988+ openings
July,Software Engineer,+9.15% Growth,"$112,694",1910+ openings
May,AI Engineer,+24.19% Growth,"$119,383",1031+ openings
March,Cloud Engineer,+40.3% Growth,"$86,311",587+ openings
December,Cloud Engineer,+35.67% Growth,"$80,774",4676+ openings
November,Data Scientist,+15.44% Growth,"$131,657",786+ openings
December,Cybersecurity Analyst,+8.96% Growth,"$104,559",1627+ openings
June,Data Scientist,+31.34% Growth,"$100,395",3173+ openings
December,Product Manager,+28.61% Growth,"$117,953",4664+ openings
December,Full Stack Developer,+25.22% Growth,"$80,732",740+ openings
December,Product Manager,+5.88% Growth,"$109,750",1358+ openings
August,Cybersecurity Analyst,+28.84% Growth,"$94,302",3269+ openings
April,Business Analyst,+28.73% Growth,"$70,364",891+ openings
January,Product Manager,+19.87% Growth,"$145,584",786+ openings
September,Software Engineer,+10.35% Growth,"$105,675",4899+ openings
September,Product Manager,+36.01% Growth,"$140,824",1812+ openings
March,Business Analyst,+43.57% Growth,"$116,044",2792+ openings
October,Product Manager,+23.15% Growth,"$108,515",2970+ openings
April,UX/UI Designer,+20.71% Growth,"$110,832",4373+ openings
February,UX/UI Designer,+21.85% Growth,"$85,264",1332+ openings
October,Software Engineer,+48.91% Growth,"$77,818",1172+ openings
August,Product Manager,+44.29% Growth,"$84,181",2220+ openings
March,Cybersecurity Analyst,+6.96% Growth,"$128,082",2814+ openings
September,Full Stack Developer,+38.56% Growth,"$115,959",2462+ openings
February,UX/UI Designer,+49.5% Growth,"$92,070",864+ openings
December,Cybersecurity Analyst,+15.39% Growth,"$103,315",3715+ openings
January,AI Engineer,+34.06% Growth,"$71,729",1860+ openings
December,Product Manager,+46.61% Growth,"$70,852",2421+ openings
July,Data Scientist,+26.39% Growth,"$87,048",3661+ openings
May,Product Manager,+15.14% Growth,"$88,317",2530+ openings
April,Cloud Engineer,+37.0% Growth,"$125,079",2351+ openings
June,Cybersecurity Analyst,+10.55% Growth,"$128,819",4820+ openings
July,Software Engineer,+28.25% Growth,"$125,338",3329+ openings
October,Data Scientist,+37.76% Growth,"$77,205",4407+ openings
April,DevOps Engineer,+45.81% Growth,"$122,785",2055+ openings
November,Cloud Engineer,+23.7% Growth,"$93,486",3818+ openings
October,AI Engineer,+45.18% Growth,"$88,167",2443+ openings
December,Cybersecurity Analyst,+18.5% Growth,"$146,132",3591+ openings
July,Product Manager,+49.43% Growth,"$99,461",1393+ openings
March,Product Manager,+20.87% Growth,"$118,001",3062+ openings
December,Software Engineer,+5.23% Growth,"$73,537",875+ openings
August,Business Analyst,+22.33% Growth,"$80,453",3006+ openings
May,Software Engineer,+40.96% Growth,"$81,380",1336+ openings
October,Cloud Engineer,+25.95% Growth,"$141,353",865+ openings
December,UX/UI Designer,+39.2% Growth,"$86,317",1304+ openings
December,Full Stack Developer,+14.06% Growth,"$100,690",2032+ openings
May,DevOps Engineer,+11.16% Growth,"$97,292",3723+ openings
April,DevOps Engineer,+29.98% Growth,"$123,245",4123+ openings
March,Business Analyst,+41.39% Growth,"$75,412",1223+ openings
July,Software Engineer,+47.18% Growth,"$95,963",3503+ openings
May,UX/UI Designer,+28.46% Growth,"$108,346",4522+ openings
September,UX/UI Designer,+40.12% Growth,"$89,863",2320+ openings
July,AI Engineer,+44.12% Growth,"$83,386",538+ openings
March,Software Engineer,+37.05% Growth,"$140,593",1039+ openings
December,Cybersecurity Analyst,+23.92% Growth,"$110,463",2241+ openings
May,DevOps Engineer,+15.93% Growth,"$77,165",4258+ openings
July,Data Scientist,+6.43% Growth,"$134,688",3054+ openings
May,AI Engineer,+11.85% Growth,"$70,421",1873+ openings
August,Product Manager,+14.97% Growth,"$105,075",4627+ openings
June,Business Analyst,+9.37% Growth,"$73,690",2826+ openings
December,Business Analyst,+28.3% Growth,"$133,622",4648+ openings
November,Product Manager,+46.0% Growth,"$122,878",3933+ openings
November,Data Scientist,+19.16% Growth,"$85,315",4956+ openings
June,Software Engineer,+10.32% Growth,"$86,901",3452+ openings
October,UX/UI Designer,+13.95% Growth,"$123,020",4287+ openings
December,AI Engineer,+46.52% Growth,"$108,217",3811+ openings
February,Software Engineer,+22.63% Growth,"$101,346",2401+ openings
October,UX/UI Designer,+11.38% Growth,"$130,041",1183+ openings
December,Cloud Engineer,+12.51% Growth,"$82,410",4991+ openings
April,DevOps Engineer,+23.46% Growth,"$92,385",1442+ openings
December,Software Engineer,+27.62% Growth,"$71,329",3109+ openings
July,AI Engineer,+7.58% Growth,"$144,308",1544+ openings
March,Data Scientist,+36.71% Growth,"$109,527",1057+ openings
April,Data Scientist,+45.82% Growth,"$126,099",4021+ openings
May,Cybersecurity Analyst,+19.45% Growth,"$77,498",1776+ openings
January,Cloud Engineer,+48.62% Growth,"$90,797",1523+ openings
November,AI Engineer,+10.68% Growth,"$119,485",1757+ openings
January,Data Scientist,+7.69% Growth,"$149,752",4942+ openings
November,DevOps Engineer,+46.26% Growth,"$93,892",887+ openings
February,Product Manager,+36.35% Growth,"$122,433",3901+ openings
October,Product Manager,+49.82% Growth,"$95,821",2864+ openings
February,Full Stack Developer,+9.91% Growth,"$122,740",2876+ openings
May,Business Analyst,+46.86% Growth,"$128,406",772+ openings
July,Data Scientist,+15.54% Growth,"$106,915",3741+ openings
April,Product Manager,+5.67% Growth,"$113,737",1985+ openings
April,Full Stack Developer,+7.03% Growth,"$123,336",4609+ openings
July,DevOps Engineer,+38.79% Growth,"$116,682",1008+ openings
February,Cloud Engineer,+21.14% Growth,"$147,146",3239+ openings
June,DevOps Engineer,+14.9% Growth,"$137,300",1370+ openings
April,UX/UI Designer,+29.36% Growth,"$146,265",4039+ openings
July,Product Manager,+24.51% Growth,"$126,618",617+ openings
March,Business Analyst,+16.5% Growth,"$136,670",920+ openings
April,Cybersecurity Analyst,+47.52% Growth,"$144,922",1653+ openings
January,Data Scientist,+44.2% Growth,"$144,295",2782+ openings
May,Full Stack Developer,+21.25% Growth,"$78,899",2885+ openings
April,Full Stack Developer,+47.39% Growth,"$109,554",1004+ openings
February,Data Scientist,+20.5% Growth,"$105,211",1360+ openings
December,Product Manager,+13.16% Growth,"$147,701",3015+ openings
March,Software Engineer,+21.88% Growth,"$73,451",2855+ openings
April,UX/UI Designer,+13.7% Growth,"$72,072",2462+ openings
December,Product Manager,+19.77% Growth,"$71,197",668+ openings
October,Cybersecurity Analyst,+36.82% Growth,"$125,061",4148+ openings
December,Software Engineer,+10.34% Growth,"$100,633",3239+ openings
February,Data Scientist,+7.7% Growth,"$107,598",3492+ openings
June,UX/UI Designer,+8.13% Growth,"$130,223",1926+ openings
December,AI Engineer,+33.3% Growth,"$134,026",2084+ openings
November,AI Engineer,+6.51% Growth,"$95,427",3620+ openings
February,Business Analyst,+29.29% Growth,"$90,735",1988+ openings
February,Data Scientist,+32.56% Growth,"$88,334",1524+ openings
August,AI Engineer,+28.88% Growth,"$79,522",2405+ openings
September,DevOps Engineer,+17.61% Growth,"$128,819",4348+ openings
August,Product Manager,+6.63% Growth,"$72,721",1247+ openings
February,DevOps Engineer,+25.21% Growth,"$75,740",2924+ openings
October,Business Analyst,+28.61% Growth,"$121,340",2805+ openings
May,Cloud Engineer,+35.89% Growth,"$97,778",842+ openings
May,Business Analyst,+29.03% Growth,"$73,219",4480+ openings
September,Data Scientist,+22.86% Growth,"$72,829",3221+ openings
March,Product Manager,+30.01% Growth,"$136,720",1958+ openings
August,Software Engineer,+44.77% Growth,"$139,072",4522+ openings
March,Business Analyst,+10.65% Growth,"$104,331",2709+ openings
